epoch,auroc_0.00,auroc_0.25,auroc_0.50,auroc_0.75,auroc_1.00,aupr_0.00,aupr_0.25,aupr_0.50,aupr_0.75,aupr_1.00,avg_auroc,avg_aupr
1,0.6016361132602487,0.27717226005435613,0.4753919259462732,0.5086456448838953,0.9428143902301963,0.25311618234469035,0.21395759030998002,0.32528269964511414,0.14607994455249823,0.7472185424144216,0.561132066874994,0.33713099185334083
2,0.6003935090859154,0.3013604735875478,0.49622235523868485,0.5015472690700913,0.9462766612504229,0.2582631450891084,0.22009122495417593,0.3243101915705885,0.12113564641281774,0.7293343622892733,0.5691600536465324,0.3306269140631928
3,0.5344904980693664,0.5092068193814919,0.35176323115209107,0.3473829208274319,0.865802100259095,0.21558434249050157,0.29199541506228627,0.2502041593768073,0.08806001444818146,0.6857974286313068,0.5217291139378952,0.30632827200181667
4,0.5719764065083266,0.2891929467912001,0.46950791197407815,0.5070864737440341,0.9522097198259628,0.23207372835387607,0.21744961488473613,0.31102450655167957,0.13008039226556636,0.7418085066300186,0.5579946917687204,0.3264873497371753
5,0.5288326689955141,0.40388070444838997,0.47784430309167614,0.5656102525916757,0.9222574736391538,0.22184634035499265,0.24941495305327233,0.31764087985665634,0.14200079234815755,0.6438644344050798,0.579685080553282,0.3149534800036317
6,0.6153067786691463,0.3439118087153022,0.3897829348989189,0.39447345987217175,0.8705428080533446,0.2721995711551422,0.23201956065566992,0.26717907451683615,0.09415091385750901,0.685172550136365,0.5228035580417767,0.31014433406430447
7,0.5650362565992486,0.30310187628964924,0.5504508352704994,0.5887197947785621,0.9153442901671862,0.2409224173555862,0.2200784560767427,0.35480659619788035,0.1515870365055507,0.7324152952807739,0.5845306106210291,0.3399619602833067
8,0.5523298421565653,0.46266336283803533,0.44402021246646683,0.4534374293314607,0.934055140469623,0.22502932646158483,0.269820234081264,0.30041173425234424,0.11363410707119688,0.7991597416191736,0.5693011974524302,0.3416110286971127
